order_id,customer_id,order_status,order_date
145,144,delivered,2023-07-06
146,820,paid,2023-07-06
147,992,paid,2023-07-06
148,815,open,2023-07-06
149,888,paid,2023-07-06
150,592,delivered,2023-07-06
151,353,open,2023-07-06
152,726,paid,2023-07-07
153,327,delivered,2023-07-07
154,688,open,2023-07-07
155,57,open,2023-07-07
156,698,open,2023-07-07
157,421,open,2023-07-07
158,16,open,2023-07-07
159,256,delivered,2023-07-07
160,851,delivered,2023-07-07
161,391,paid,2023-07-07
162,781,open,2023-07-08
163,797,paid,2023-07-08
164,433,delivered,2023-07-08
165,313,delivered,2023-07-08
166,227,delivered,2023-07-08
167,236,open,2023-07-08
168,323,delivered,2023-07-09
169,717,delivered,2023-07-09
170,790,paid,2023-07-09
171,563,open,2023-07-09
172,667,paid,2023-07-09
173,171,paid,2023-07-09
174,834,delivered,2023-07-09
175,397,delivered,2023-07-09
176,427,paid,2023-07-09
177,263,open,2023-07-09
178,876,paid,2023-07-09
179,189,open,2023-07-10
180,667,paid,2023-07-10
181,995,open,2023-07-10
182,708,delivered,2023-07-10
183,560,open,2023-07-10
184,781,paid,2023-07-10
185,303,open,2023-07-10
186,632,open,2023-07-10
187,741,open,2023-07-10
188,835,open,2023-07-10
189,348,paid,2023-07-10
190,618,paid,2023-07-10
191,468,paid,2023-07-10
192,440,open,2023-07-10
193,233,open,2023-07-10
194,468,delivered,2023-07-10
195,248,delivered,2023-07-10
196,998,delivered,2023-07-10
197,852,open,2023-07-10
198,913,open,2023-07-10
199,324,delivered,2023-07-10
200,757,delivered,2023-07-10
201,910,open,2023-07-10
202,862,paid,2023-07-10
203,708,delivered,2023-07-10
204,419,delivered,2023-07-10
205,387,paid,2023-07-10
206,119,delivered,2023-07-10
207,630,paid,2023-07-10
208,543,paid,2023-07-10
209,129,open,2023-07-10
210,733,delivered,2023-07-10
211,259,open,2023-07-10
212,253,open,2023-07-10
213,802,delivered,2023-07-10
214,110,paid,2023-07-10
215,819,delivered,2023-07-10
216,560,delivered,2023-07-10
217,13,delivered,2023-07-10
218,54,open,2023-07-10
219,837,delivered,2023-07-10
220,52,delivered,2023-07-10
221,12,delivered,2023-07-10
222,24,delivered,2023-07-10
223,992,paid,2023-07-10
224,940,paid,2023-07-10
225,824,paid,2023-07-10
226,674,delivered,2023-07-12
227,443,delivered,2023-07-12
228,916,open,2023-07-12
229,907,delivered,2023-07-12
230,9,paid,2023-07-12
231,975,open,2023-07-12
232,168,paid,2023-07-12
233,444,open,2023-07-12
234,915,paid,2023-07-12
235,817,open,2023-07-12
236,460,open,2023-07-12
237,429,open,2023-07-12
238,538,paid,2023-07-12
239,910,paid,2023-07-12
240,430,paid,2023-07-12
241,366,paid,2023-07-12
242,538,delivered,2023-07-12
243,902,paid,2023-07-12
244,366,paid,2023-07-12
245,242,paid,2023-07-12
246,842,delivered,2023-07-12
247,487,open,2023-07-12
248,769,paid,2023-07-12
249,116,delivered,2023-07-12
250,679,paid,2023-07-12
251,691,open,2023-07-12
252,503,open,2023-07-12
253,529,open,2023-07-12
254,6,delivered,2023-07-12
255,43,open,2023-07-12
256,409,delivered,2023-07-12
257,464,open,2023-07-12
258,389,delivered,2023-07-12
259,729,paid,2023-07-12
260,241,delivered,2023-07-12
261,350,paid,2023-07-12
262,811,paid,2023-07-12
263,457,open,2023-07-12
264,215,paid,2023-07-12
265,147,open,2023-07-12
266,553,paid,2023-07-12
267,389,paid,2023-07-12
268,769,paid,2023-07-12
269,469,open,2023-07-12
270,542,paid,2023-07-12
271,28,paid,2023-07-12
272,493,open,2023-07-12
273,835,open,2023-07-12
274,841,delivered,2023-07-12
275,616,open,2023-07-12
276,602,delivered,2023-07-13
277,193,paid,2023-07-13
278,986,open,2023-07-13
279,481,paid,2023-07-13
280,640,delivered,2023-07-13
281,588,open,2023-07-13
282,248,delivered,2023-07-13
283,247,paid,2023-07-13
284,778,paid,2023-07-13
285,123,delivered,2023-07-14
286,278,delivered,2023-07-14
287,120,open,2023-07-14
288,468,open,2023-07-14
289,287,open,2023-07-14
290,810,paid,2023-07-14
291,192,paid,2023-07-14
292,566,paid,2023-07-14
293,565,delivered,2023-07-14
294,587,open,2023-07-14
295,362,open,2023-07-14
296,770,paid,2023-07-14
297,21,paid,2023-07-14
298,73,delivered,2023-07-14
299,496,open,2023-07-14
300,752,paid,2023-07-14
301,979,delivered,2023-07-14
302,548,open,2023-07-14
303,28,open,2023-07-14
304,422,delivered,2023-07-14
305,190,delivered,2023-07-14
306,170,paid,2023-07-14
307,533,open,2023-07-14
308,30,paid,2023-07-14
309,219,paid,2023-07-14
310,381,open,2023-07-14
311,541,paid,2023-07-14
312,169,delivered,2023-07-15
313,685,delivered,2023-07-15
314,221,delivered,2023-07-15
315,203,delivered,2023-07-15
316,95,paid,2023-07-15
317,840,delivered,2023-07-15
318,562,delivered,2023-07-15
319,182,delivered,2023-07-15
320,643,delivered,2023-07-15
321,810,delivered,2023-07-15
322,800,delivered,2023-07-15
323,627,open,2023-07-15
324,901,open,2023-07-15
325,497,paid,2023-07-15
326,84,paid,2023-07-15
327,105,delivered,2023-07-15
328,174,open,2023-07-15
329,30,open,2023-07-15
330,874,open,2023-07-15
331,450,paid,2023-07-15
332,841,open,2023-07-15
333,709,paid,2023-07-15
334,729,open,2023-07-15
335,698,open,2023-07-15
336,260,open,2023-07-15
337,95,open,2023-07-15
338,473,paid,2023-07-15
339,3,paid,2023-07-15
340,237,open,2023-07-15
341,887,open,2023-07-16
342,842,delivered,2023-07-16
343,169,delivered,2023-07-16
344,419,delivered,2023-07-16
345,308,open,2023-07-16
346,86,paid,2023-07-16
347,176,paid,2023-07-16
348,283,delivered,2023-07-16
349,214,delivered,2023-07-16
350,807,open,2023-07-16
351,190,delivered,2023-07-16
352,6,delivered,2023-07-16
353,91,open,2023-07-17
354,826,delivered,2023-07-17
355,268,open,2023-07-17
356,448,paid,2023-07-17
357,544,delivered,2023-07-17
358,965,paid,2023-07-17
359,237,delivered,2023-07-17
360,870,paid,2023-07-18
361,838,open,2023-07-18
362,307,paid,2023-07-18
363,205,paid,2023-07-18
364,315,open,2023-07-18
365,427,paid,2023-07-18
366,144,delivered,2023-07-18
367,876,paid,2023-07-18
368,735,delivered,2023-07-18
369,791,delivered,2023-07-18
370,166,delivered,2023-07-18
371,140,delivered,2023-07-18
372,640,paid,2023-07-18
373,504,paid,2023-07-18
374,504,open,2023-07-18
375,11,delivered,2023-07-18
376,390,open,2023-07-18
377,578,delivered,2023-07-18
378,719,paid,2023-07-18
379,68,delivered,2023-07-18
380,347,paid,2023-07-18
381,726,paid,2023-07-18
382,889,delivered,2023-07-18
383,973,paid,2023-07-18
384,513,open,2023-07-19
385,664,open,2023-07-19
386,391,open,2023-07-19
387,560,open,2023-07-19
388,198,paid,2023-07-19
389,239,delivered,2023-07-19
390,630,open,2023-07-19
391,732,open,2023-07-19
392,270,paid,2023-07-19
393,648,paid,2023-07-19
394,544,open,2023-07-19
395,809,open,2023-07-19
396,375,delivered,2023-07-19
397,468,open,2023-07-19
398,421,delivered,2023-07-19
399,580,open,2023-07-19
400,36,open,2023-07-19
401,407,open,2023-07-19
402,222,open,2023-07-20
403,651,open,2023-07-21
404,922,paid,2023-07-21
405,405,open,2023-07-21
406,318,delivered,2023-07-21
407,410,paid,2023-07-21
408,738,paid,2023-07-21
409,367,delivered,2023-07-21
410,159,paid,2023-07-21
411,280,paid,2023-07-21
412,581,delivered,2023-07-21
413,637,open,2023-07-21
414,594,delivered,2023-07-21
415,165,delivered,2023-07-21
416,995,open,2023-07-21
417,335,open,2023-07-21
418,462,open,2023-07-21
419,346,paid,2023-07-21
420,652,open,2023-07-21
421,154,delivered,2023-07-21
422,319,delivered,2023-07-21
423,59,open,2023-07-21
424,431,open,2023-07-21
425,709,open,2023-07-21
426,621,open,2023-07-21
427,360,open,2023-07-21
428,740,paid,2023-07-22
429,305,open,2023-07-22
430,226,paid,2023-07-22
431,378,open,2023-07-22
432,698,open,2023-07-22
433,450,open,2023-07-22
434,128,paid,2023-07-22
435,850,open,2023-07-22
436,530,paid,2023-07-22
437,56,paid,2023-07-22
438,797,paid,2023-07-22
439,57,paid,2023-07-22
440,138,paid,2023-07-22
441,583,open,2023-07-22
442,334,delivered,2023-07-22
443,468,delivered,2023-07-22
444,605,paid,2023-07-22
445,679,open,2023-07-22
446,808,delivered,2023-07-22
447,291,delivered,2023-07-22
448,313,paid,2023-07-22
449,891,delivered,2023-07-22
450,668,open,2023-07-22
451,867,open,2023-07-22
452,762,open,2023-07-22
453,613,paid,2023-07-22
454,376,delivered,2023-07-22
455,121,open,2023-07-22
456,618,paid,2023-07-22
457,689,paid,2023-07-22
458,659,paid,2023-07-22
459,159,delivered,2023-07-22
460,818,open,2023-07-22
461,253,open,2023-07-22
462,968,delivered,2023-07-22
463,382,open,2023-07-22
464,580,paid,2023-07-22
465,984,delivered,2023-07-22
466,877,paid,2023-07-22
467,454,delivered,2023-07-22
468,999,delivered,2023-07-22
469,482,open,2023-07-22
470,232,delivered,2023-07-23
471,53,open,2023-07-23
472,922,paid,2023-07-23
473,146,delivered,2023-07-23
474,607,delivered,2023-07-23
475,709,delivered,2023-07-23
476,703,delivered,2023-07-23
477,737,delivered,2023-07-23
478,730,paid,2023-07-23
479,506,open,2023-07-23
480,701,open,2023-07-23
481,970,paid,2023-07-23
482,999,open,2023-07-23
483,275,paid,2023-07-23
484,734,open,2023-07-23
485,493,paid,2023-07-23
486,35,open,2023-07-23
487,182,delivered,2023-07-23
488,766,paid,2023-07-23
489,869,delivered,2023-07-23
490,675,delivered,2023-07-23
491,436,delivered,2023-07-24
492,598,paid,2023-07-24
493,459,open,2023-07-24
494,93,paid,2023-07-24
495,923,paid,2023-07-24
496,846,paid,2023-07-24
497,420,paid,2023-07-24
498,956,open,2023-07-24
499,220,delivered,2023-07-24
500,348,open,2023-07-24
501,42,delivered,2023-07-24
502,539,delivered,2023-07-24
503,250,open,2023-07-24
504,419,paid,2023-07-24
505,969,paid,2023-07-24
506,376,delivered,2023-07-24
507,421,paid,2023-07-24
508,275,paid,2023-07-24
509,785,delivered,2023-07-24
510,717,open,2023-07-24
511,527,delivered,2023-07-24
512,283,open,2023-07-24
513,345,paid,2023-07-24
514,938,open,2023-07-24
515,13,paid,2023-07-24
516,20,paid,2023-07-24
517,31,open,2023-07-24
518,788,paid,2023-07-24
519,293,delivered,2023-07-24
520,904,open,2023-07-24
521,559,delivered,2023-07-24
522,455,paid,2023-07-24
523,940,paid,2023-07-25
524,862,open,2023-07-25
525,780,delivered,2023-07-25
526,338,paid,2023-07-25
527,446,delivered,2023-07-25
528,16,paid,2023-07-25
529,509,delivered,2023-07-25
530,19,delivered,2023-07-25
531,724,paid,2023-07-25
532,875,open,2023-07-26
533,21,paid,2023-07-26
534,908,open,2023-07-26
535,526,delivered,2023-07-26
536,307,open,2023-07-26
537,735,delivered,2023-07-26
538,266,delivered,2023-07-26
539,461,open,2023-07-26
540,4,delivered,2023-07-26
541,508,delivered,2023-07-26
542,750,paid,2023-07-26
543,694,delivered,2023-07-26
544,964,paid,2023-07-26
545,791,open,2023-07-26
546,123,delivered,2023-07-26
547,721,delivered,2023-07-26
548,342,paid,2023-07-26
549,984,paid,2023-07-26
550,811,open,2023-07-26
551,744,open,2023-07-26
552,180,paid,2023-07-26
553,923,delivered,2023-07-26
554,696,paid,2023-07-26
555,269,delivered,2023-07-26
556,101,open,2023-07-26
557,780,delivered,2023-07-26
558,126,open,2023-07-26
559,675,delivered,2023-07-26
560,123,delivered,2023-07-26
561,975,paid,2023-07-26
562,889,open,2023-07-26
563,714,open,2023-07-26
564,927,delivered,2023-07-26
565,358,delivered,2023-07-26
566,480,paid,2023-07-26
567,772,open,2023-07-26
568,12,delivered,2023-07-27
569,361,open,2023-07-28
570,342,delivered,2023-07-29
571,324,delivered,2023-07-29
572,260,open,2023-07-29
573,867,paid,2023-07-29
574,869,paid,2023-07-29
575,788,delivered,2023-07-29
576,598,paid,2023-07-29
577,16,paid,2023-07-29
578,838,paid,2023-07-29
579,995,paid,2023-07-29
580,736,delivered,2023-07-29
581,83,delivered,2023-07-29
582,867,open,2023-07-29
583,883,paid,2023-07-29
584,440,paid,2023-07-29
585,493,paid,2023-07-29
586,109,delivered,2023-07-29
587,813,paid,2023-07-29
588,565,delivered,2023-07-29
589,538,open,2023-07-29
590,498,paid,2023-07-29
591,53,paid,2023-07-29
592,712,paid,2023-07-29
593,41,delivered,2023-07-29
594,882,open,2023-07-29
595,750,delivered,2023-07-29
596,417,open,2023-07-29
597,787,open,2023-07-29
598,535,paid,2023-07-30
599,975,paid,2023-07-30
600,475,open,2023-07-30
601,351,paid,2023-07-30
602,244,open,2023-07-30
603,571,paid,2023-07-30
604,492,delivered,2023-07-30
605,807,delivered,2023-07-30
606,53,delivered,2023-07-30
607,747,paid,2023-07-30
608,222,paid,2023-07-30
609,456,delivered,2023-07-30
610,915,open,2023-07-30
611,65,paid,2023-07-30
612,952,delivered,2023-07-30
613,17,open,2023-07-30
614,146,delivered,2023-07-30
615,763,delivered,2023-07-30
616,957,delivered,2023-07-30
617,994,delivered,2023-07-30
618,799,paid,2023-07-30
619,770,delivered,2023-07-30
620,22,paid,2023-07-30
621,238,open,2023-07-31
622,737,open,2023-07-31
623,599,delivered,2023-07-31
624,552,paid,2023-08-01
625,918,delivered,2023-08-01
626,83,paid,2023-08-01
627,208,paid,2023-08-01
628,556,paid,2023-08-01
629,281,delivered,2023-08-01
630,243,paid,2023-08-01
631,695,paid,2023-08-01
632,723,paid,2023-08-01
633,939,paid,2023-08-01
634,922,delivered,2023-08-01
635,475,open,2023-08-01
636,512,paid,2023-08-01
637,203,paid,2023-08-01
638,319,paid,2023-08-01
639,305,open,2023-08-01
640,713,paid,2023-08-02
641,893,delivered,2023-08-02
642,703,open,2023-08-02
643,873,delivered,2023-08-02
644,393,paid,2023-08-02
645,712,delivered,2023-08-03
646,955,delivered,2023-08-03
647,829,open,2023-08-03
648,440,paid,2023-08-03
649,824,delivered,2023-08-03
650,582,open,2023-08-03
651,786,open,2023-08-03
652,814,paid,2023-08-03
653,66,paid,2023-08-03
654,453,delivered,2023-08-03
655,492,delivered,2023-08-03
656,364,delivered,2023-08-03
657,688,paid,2023-08-03
658,40,delivered,2023-08-03
659,791,open,2023-08-03
660,911,open,2023-08-03
661,118,delivered,2023-08-03
662,12,delivered,2023-08-03
663,464,paid,2023-08-03
664,94,open,2023-08-03
665,279,paid,2023-08-03
666,695,delivered,2023-08-03
667,300,open,2023-08-03
668,157,paid,2023-08-03
669,978,open,2023-08-03
670,882,paid,2023-08-03
671,46,open,2023-08-03
672,28,paid,2023-08-03
673,95,paid,2023-08-03
674,638,delivered,2023-08-03
675,263,paid,2023-08-03
676,322,open,2023-08-03
677,195,paid,2023-08-03
678,913,delivered,2023-08-03
679,100,paid,2023-08-04
680,985,open,2023-08-04
681,698,delivered,2023-08-04
682,791,delivered,2023-08-04
683,669,delivered,2023-08-04
684,855,open,2023-08-04
685,95,paid,2023-08-04
686,145,delivered,2023-08-05
687,433,delivered,2023-08-05
688,884,paid,2023-08-05
689,440,delivered,2023-08-05
690,386,open,2023-08-05
691,660,paid,2023-08-05
692,445,delivered,2023-08-05
693,350,open,2023-08-05
694,69,paid,2023-08-05
695,257,open,2023-08-05
696,651,open,2023-08-05
697,64,paid,2023-08-05
698,697,open,2023-08-05
699,458,paid,2023-08-05
700,407,paid,2023-08-05
701,395,open,2023-08-05
702,533,delivered,2023-08-05
703,527,delivered,2023-08-05
704,534,open,2023-08-05
705,675,paid,2023-08-05
706,921,open,2023-08-05
707,340,delivered,2023-08-06
708,735,paid,2023-08-06
709,463,delivered,2023-08-06
710,580,delivered,2023-08-06
711,914,paid,2023-08-07
712,301,delivered,2023-08-07
713,863,delivered,2023-08-07
714,219,delivered,2023-08-07
715,114,paid,2023-08-07
716,672,open,2023-08-07
717,604,open,2023-08-07
718,62,delivered,2023-08-07
719,696,open,2023-08-07
720,480,open,2023-08-07
721,788,paid,2023-08-07
722,293,open,2023-08-07
723,401,delivered,2023-08-07
724,387,paid,2023-08-07
725,483,open,2023-08-07
726,228,paid,2023-08-07
727,219,paid,2023-08-07
728,244,paid,2023-08-07
729,87,delivered,2023-08-07
730,760,delivered,2023-08-07
731,656,paid,2023-08-08
732,868,delivered,2023-08-08
733,355,open,2023-08-08
734,195,delivered,2023-08-08
735,998,delivered,2023-08-08
736,229,delivered,2023-08-08
737,29,paid,2023-08-08
738,665,open,2023-08-08
739,200,open,2023-08-08
740,930,paid,2023-08-08
741,87,open,2023-08-08
742,720,delivered,2023-08-08
743,820,delivered,2023-08-08
744,930,paid,2023-08-08
745,831,open,2023-08-08
746,199,delivered,2023-08-08
747,744,paid,2023-08-08
748,392,open,2023-08-08
749,65,open,2023-08-08
750,320,open,2023-08-08
751,486,open,2023-08-08
752,888,delivered,2023-08-08
753,700,paid,2023-08-08
754,198,paid,2023-08-08
755,873,open,2023-08-08
756,743,delivered,2023-08-08
757,249,open,2023-08-08
758,590,open,2023-08-08
759,820,delivered,2023-08-08
760,674,paid,2023-08-08
761,186,paid,2023-08-08
762,453,open,2023-08-08
763,686,delivered,2023-08-08
764,100,paid,2023-08-08
765,822,paid,2023-08-08
766,811,paid,2023-08-08
767,838,delivered,2023-08-08
768,734,paid,2023-08-08
769,567,delivered,2023-08-08
770,194,open,2023-08-09
771,130,paid,2023-08-09
772,234,paid,2023-08-09
773,440,delivered,2023-08-09
774,536,delivered,2023-08-09
775,18,paid,2023-08-09
776,371,delivered,2023-08-09
777,291,open,2023-08-09
778,594,paid,2023-08-09
779,723,paid,2023-08-09
780,180,open,2023-08-09
781,548,delivered,2023-08-09
782,163,paid,2023-08-09
783,715,paid,2023-08-09
784,126,paid,2023-08-09
785,764,delivered,2023-08-09
786,943,paid,2023-08-09
787,637,paid,2023-08-10
788,339,open,2023-08-10
789,227,delivered,2023-08-10
790,916,paid,2023-08-10
791,784,delivered,2023-08-10
792,421,open,2023-08-10
793,348,delivered,2023-08-10
794,654,paid,2023-08-10
795,755,paid,2023-08-10
796,38,open,2023-08-10
797,973,paid,2023-08-10
798,651,paid,2023-08-10
799,273,open,2023-08-10
800,98,paid,2023-08-10
801,91,paid,2023-08-10
802,744,delivered,2023-08-10
803,295,open,2023-08-10
804,420,delivered,2023-08-10
805,843,open,2023-08-11
806,78,open,2023-08-11
807,547,delivered,2023-08-11
808,861,delivered,2023-08-11
809,389,delivered,2023-08-11
810,483,open,2023-08-11
811,495,delivered,2023-08-11
812,963,paid,2023-08-11
813,142,delivered,2023-08-11
814,602,open,2023-08-11
815,917,open,2023-08-11
816,667,paid,2023-08-11
817,119,delivered,2023-08-11
818,471,open,2023-08-11
819,603,open,2023-08-11
820,164,open,2023-08-11
821,175,open,2023-08-11
822,259,open,2023-08-11
823,101,paid,2023-08-11
824,995,open,2023-08-11
825,359,delivered,2023-08-11
826,213,open,2023-08-11
827,923,paid,2023-08-11
828,316,paid,2023-08-11
829,185,paid,2023-08-11
830,325,open,2023-08-11
831,544,delivered,2023-08-11
832,351,open,2023-08-11
833,422,open,2023-08-11
834,269,open,2023-08-11
835,3,delivered,2023-08-11
836,677,delivered,2023-08-11
837,414,paid,2023-08-11
838,556,paid,2023-08-11
839,331,delivered,2023-08-11
840,553,delivered,2023-08-11
841,515,open,2023-08-11
842,777,paid,2023-08-11
843,975,open,2023-08-12
844,714,paid,2023-08-12
845,747,delivered,2023-08-12
846,297,delivered,2023-08-12
847,385,open,2023-08-12
848,104,open,2023-08-12
849,599,open,2023-08-12
850,976,delivered,2023-08-12
851,41,delivered,2023-08-12
852,111,open,2023-08-12
853,755,delivered,2023-08-12
854,326,delivered,2023-08-12
855,683,paid,2023-08-12
856,564,delivered,2023-08-12
857,564,paid,2023-08-12
858,407,open,2023-08-12
859,985,delivered,2023-08-12
860,534,paid,2023-08-12
861,565,delivered,2023-08-12
862,317,open,2023-08-12
863,974,delivered,2023-08-12
864,735,open,2023-08-12
865,713,delivered,2023-08-12
866,612,open,2023-08-13
867,819,paid,2023-08-13
868,470,open,2023-08-13
869,213,open,2023-08-14
870,261,open,2023-08-14
871,853,paid,2023-08-14
872,20,paid,2023-08-14
873,178,open,2023-08-14
874,5,paid,2023-08-14
875,557,paid,2023-08-14
876,424,open,2023-08-14
877,392,delivered,2023-08-14
878,163,delivered,2023-08-14
879,431,open,2023-08-14
880,974,paid,2023-08-14
881,717,delivered,2023-08-14
882,957,open,2023-08-14
883,443,delivered,2023-08-14
884,688,paid,2023-08-14
885,570,open,2023-08-14
886,996,paid,2023-08-14
887,803,paid,2023-08-14
888,73,delivered,2023-08-15
889,788,delivered,2023-08-15
890,986,delivered,2023-08-15
891,683,open,2023-08-15
892,433,paid,2023-08-15
893,983,open,2023-08-15
894,869,paid,2023-08-15
895,320,delivered,2023-08-15
896,724,delivered,2023-08-15
897,244,open,2023-08-15
898,649,paid,2023-08-15
899,295,open,2023-08-15
900,99,paid,2023-08-15
901,25,delivered,2023-08-15
902,661,open,2023-08-15
903,35,paid,2023-08-15
904,397,open,2023-08-15
905,886,delivered,2023-08-15
906,975,paid,2023-08-15
907,637,delivered,2023-08-15
908,102,open,2023-08-15
909,576,delivered,2023-08-15
910,789,delivered,2023-08-15
911,703,delivered,2023-08-15
912,964,open,2023-08-15
913,858,paid,2023-08-15
914,721,delivered,2023-08-15
915,986,open,2023-08-15
916,9,paid,2023-08-15
917,866,delivered,2023-08-15
918,167,delivered,2023-08-15
919,286,paid,2023-08-15
920,17,delivered,2023-08-15
921,446,delivered,2023-08-15
922,688,paid,2023-08-15
923,167,delivered,2023-08-15
924,549,paid,2023-08-15
925,601,paid,2023-08-15
926,201,delivered,2023-08-15
927,788,open,2023-08-15
928,635,open,2023-08-15
929,49,open,2023-08-15
930,561,open,2023-08-15
931,825,delivered,2023-08-16
932,707,open,2023-08-16
933,828,paid,2023-08-16
934,395,paid,2023-08-16
935,872,paid,2023-08-16
936,399,open,2023-08-16
937,329,delivered,2023-08-16
938,110,open,2023-08-16
939,481,open,2023-08-16
940,820,delivered,2023-08-16
941,217,open,2023-08-16
942,644,delivered,2023-08-16
943,150,delivered,2023-08-16
944,376,open,2023-08-16
945,742,open,2023-08-17
946,64,open,2023-08-17
947,267,paid,2023-08-17
948,816,open,2023-08-17
949,557,open,2023-08-17
950,629,open,2023-08-17
951,839,delivered,2023-08-17
952,709,paid,2023-08-17
953,469,open,2023-08-17
954,325,open,2023-08-17
955,561,delivered,2023-08-17
956,621,open,2023-08-17
957,182,paid,2023-08-17
958,486,paid,2023-08-17
959,576,open,2023-08-17
960,565,open,2023-08-17
961,595,paid,2023-08-17
962,62,delivered,2023-08-17
963,889,open,2023-08-17
964,677,delivered,2023-08-17
965,561,paid,2023-08-17
966,929,open,2023-08-17
967,5,open,2023-08-17
968,882,paid,2023-08-17
969,281,paid,2023-08-17
970,804,open,2023-08-17
971,750,paid,2023-08-17
972,431,delivered,2023-08-17
973,654,delivered,2023-08-17
974,222,paid,2023-08-17
975,535,paid,2023-08-17
976,199,paid,2023-08-17
977,438,delivered,2023-08-17
978,78,delivered,2023-08-17
979,295,delivered,2023-08-17
980,348,open,2023-08-17
981,521,delivered,2023-08-17
982,805,open,2023-08-17
983,505,paid,2023-08-17
984,595,delivered,2023-08-17
985,435,open,2023-08-17
986,434,open,2023-08-17
987,765,open,2023-08-17
988,710,delivered,2023-08-17
989,228,paid,2023-08-17
990,268,delivered,2023-08-17
991,22,paid,2023-08-17
992,80,paid,2023-08-17
993,412,paid,2023-08-17
994,780,paid,2023-08-18
995,916,paid,2023-08-18
996,87,delivered,2023-08-18
997,975,paid,2023-08-18
